,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,stem,tense,subject,complement,dir_he,dir_he_dss_verse,preposition_1,preposition_2,preposition_3
0,212256,BW>[,MT,Isaiah,1,12,TB>W,תָבֹ֔אוּ ,qal,impf,,,,,,,
1,212269,BW>[,MT,Isaiah,1,13,HBJ>,הָבִיא֙ ,hif,infc,,,,,,,
2,212315,SWR[,MT,Isaiah,1,16,HSJRW,הָסִ֛ירוּ ,hif,impv,,M NGD <JNJ,0,,M,,
3,212333,HLK[,MT,Isaiah,1,18,LKW,לְכוּ־,qal,impv,,,,,,,
4,212418,BW>[,MT,Isaiah,1,23,JBW>,יָבֹ֥וא ,qal,impf,RJB >LMNH,>LJHM,0,,>LJHM,,
5,212437,CWB[,MT,Isaiah,1,25,>CJBH,אָשִׁ֤יבָה ,hif,impf,,<LJK,0,,<LJK,,
6,212447,SWR[,MT,Isaiah,1,25,>SJRH,אָסִ֖ירָה ,hif,impf,,,,,,,
7,212451,CWB[,MT,Isaiah,1,26,>CJBH,אָשִׁ֤יבָה ,hif,impf,,,,,,,
8,212477,CWB[,MT,Isaiah,1,27,CBJH,שָׁבֶ֖יהָ ,qal,ptca,CBJH,,,,,,
9,212570,HLK[,MT,Isaiah,2,3,HLKW,הָלְכ֞וּ ,qal,perf,<MJM RBJM,,,,,,
10,212575,HLK[,MT,Isaiah,2,3,LKW,לְכ֣וּ׀ ,qal,impv,,,,,,,
11,212577,<LH[,MT,Isaiah,2,3,N<LH,נַעֲלֶ֣ה ,qal,impf,,>L HR JHWH >L BJT >LHJ J<QB,0,,>L,>L,
12,212590,HLK[,MT,Isaiah,2,3,NLKH,נֵלְכָ֖ה ,qal,impf,,B >RXTJW,0,,B,,
13,212596,JY>[,MT,Isaiah,2,3,TY>,תֵּצֵ֣א ,qal,impf,TWRH,M YJWN,0,,M,,
14,212635,HLK[,MT,Isaiah,2,5,LKW,לְכ֥וּ ,qal,impv,,,,,,,
15,212637,HLK[,MT,Isaiah,2,5,NLKH,נֵלְכָ֖ה ,qal,impf,,B >WR JHWH,0,,B,,
16,212702,BW>[,MT,Isaiah,2,10,BW>,בֹּ֣וא ,qal,impv,,B YWR,0,,B,,
17,212830,BW>[,MT,Isaiah,2,19,B>W,בָ֨אוּ֙ ,qal,perf,,B M<RWT YRJM W B MXLWT <PR,0,,B,B,
18,212857,CLK[,MT,Isaiah,2,20,JCLJK,יַשְׁלִ֣יךְ ,hif,impf,H >DM,,,,,,
19,212880,BW>[,MT,Isaiah,2,21,BW>,בֹוא֙ ,qal,infc,,B NQRWT H YRJM W B S<PJ H SL<JM,0,,B,B,
20,212924,SWR[,MT,Isaiah,3,1,MSJR,מֵסִ֤יר ,hif,ptca,H >DWN JHWH YB>WT,M JRWCLM W M JHWDH,0,,M,M,
21,213042,NPL[,MT,Isaiah,3,8,NPL,נָפָ֑ל ,qal,perf,JHWDH,,,,,,
22,213114,BW>[,MT,Isaiah,3,14,JBW>,יָבֹ֔וא ,qal,impf,JHWH,B MCPV,0,,B,,
23,213114,BW>[,MT,Isaiah,3,14,JBW>,יָבֹ֔וא ,qal,impf,JHWH,<M ZQNJ <MW W FRJW,0,,<M,,
24,213151,HLK[,MT,Isaiah,3,16,TLKNH,תֵּלַ֨כְנָה֙ ,qal,wayq,,,,,,,
25,213157,HLK[,MT,Isaiah,3,16,HLWK,הָלֹ֤וךְ ,qal,infa,,,,,,,
26,213160,HLK[,MT,Isaiah,3,16,TLKNH,תֵּלַ֔כְנָה ,qal,impf,,,,,,,
27,213180,SWR[,MT,Isaiah,3,18,JSJR,יָסִ֣יר ,hif,impf,>DNJ,,,,,,
28,213271,NPL[,MT,Isaiah,3,25,JPLW,יִפֹּ֑לוּ ,qal,impf,MTJK,,,,,,
29,213311,>SP[,MT,Isaiah,4,1,>SP,אֱסֹ֖ף ,qal,impv,,,,,,,
30,213508,SWR[,MT,Isaiah,5,5,HSR,הָסֵ֤ר ,hif,infa,,,,,,,
31,213529,<LH[,MT,Isaiah,5,6,<LH,עָלָ֥ה ,qal,perf,CMJR W CJT,,,,,,
32,213573,QRB[,MT,Isaiah,5,8,JQRJBW,יַקְרִ֑יבוּ ,hif,impf,,B FDH,0,,B,,
33,213650,GLH[,MT,Isaiah,5,13,GLH,גָּלָ֥ה ,qal,perf,<MJ,,,,,,
34,213674,JRD[,MT,Isaiah,5,14,JRD,יָרַ֨ד ,qal,perf,HDRH W HMWNH W C>WNH W <LZ BH,,,,,,
35,213740,QRB[,MT,Isaiah,5,19,TQRB,תִקְרַ֣ב ,qal,impf,,,,,,,
36,213742,BW>[,MT,Isaiah,5,19,TBW>H,תָבֹ֗ואָה ,qal,impf,<YT QDWC JFR>L,,,,,,
37,213802,SWR[,MT,Isaiah,5,23,JSJRW,יָסִ֥ירוּ ,hif,impf,,,,,,,
38,213824,<LH[,MT,Isaiah,5,24,J<LH,יַעֲלֶ֑ה ,qal,impf,PRXM,,,,,,
39,213867,CWB[,MT,Isaiah,5,25,CB,שָׁ֣ב ,qal,perf,>PW,,,,,,
40,213892,BW>[,MT,Isaiah,5,26,JBW>,יָבֹֽוא׃ ,qal,impf,,,,,,,
41,214093,LQX[,MT,Isaiah,6,6,LQX,לָקַ֖ח ,qal,perf,,M <L H MZBX,0,,M,<L,
42,214110,SWR[,MT,Isaiah,6,7,SR,סָ֣ר ,qal,perf,<WNK,,,,,,
43,214123,CLX[,MT,Isaiah,6,8,>CLX,אֶשְׁלַ֖ח ,qal,impf,,,,,,,
44,214126,HLK[,MT,Isaiah,6,8,JLK,יֵֽלֶךְ־,qal,impf,MJ,,,,,,
45,214131,CLX[,MT,Isaiah,6,8,CLXNJ,שְׁלָחֵֽנִי׃ ,qal,impv,,,,,,,
46,214134,HLK[,MT,Isaiah,6,9,LK,לֵ֥ךְ ,qal,impv,,,,,,,
47,214177,CWB[,MT,Isaiah,6,10,CB,שָׁ֖ב ,qal,perf,,,,,,,
48,214225,CWB[,MT,Isaiah,6,13,CBH,שָׁ֖בָה ,qal,perf,,,,,,,
49,214256,<LH[,MT,Isaiah,7,1,<LH,עָלָ֣ה ,qal,perf,RYJN MLK >RM W PQX BN RMLJHW MLK JFR>L,JRWCLM,0,,,,
50,214306,JY>[,MT,Isaiah,7,3,Y>,צֵא־,qal,impv,>TH W C>R JCWB BNK,,,,,,
51,214368,<LH[,MT,Isaiah,7,6,N<LH,נַעֲלֶ֤ה ,qal,impf,,B JHWDH,0,,B,,
52,214531,BW>[,MT,Isaiah,7,17,JBJ>,יָבִ֨יא ,hif,impf,JHWH,<LJK W <L <MK W <L BJT >BJK,0,,<LJK,<L,<L
53,214544,BW>[,MT,Isaiah,7,17,B>W,בָ֔אוּ ,qal,perf,,,,,,,
54,214548,SWR[,MT,Isaiah,7,17,SWR,סוּר־,qal,infc,>PRJM,M <L JHWDH,0,,M,<L,
55,214582,BW>[,MT,Isaiah,7,19,B>W,בָ֨אוּ ,qal,perf,,,,,,,
56,214702,BW>[,MT,Isaiah,7,24,JBW>,יָ֣בֹוא ,qal,impf,,CMH,1,,,,
57,214722,BW>[,MT,Isaiah,7,25,TBW>,תָבֹ֣וא ,qal,impf,,CMH,1,,,,
58,214741,LQX[,MT,Isaiah,8,1,QX,קַח־,qal,impv,,,,,,,
59,214768,QRB[,MT,Isaiah,8,3,>QRB,אֶקְרַב֙ ,qal,wayq,,>L H NBJ>H,0,,>L,,
60,214826,HLK[,MT,Isaiah,8,6,HLKJM,הֹלְכִ֖ים ,qal,ptca,,,,,,,
61,214840,<LH[,MT,Isaiah,8,7,M<LH,מַעֲלֶ֨ה ,hif,ptca,>DNJ,<LJHM,0,,<LJHM,,
62,214859,<LH[,MT,Isaiah,8,7,<LH,עָלָה֙ ,qal,perf,,<L KL >PJQJW,0,,<L,,
63,214864,HLK[,MT,Isaiah,8,7,HLK,הָלַ֖ךְ ,qal,perf,,<L KL GDWTJW,0,,<L,,
64,214874,<BR[,MT,Isaiah,8,8,<BR,עָבַ֔ר ,qal,perf,,,,,,,
65,214926,HLK[,MT,Isaiah,8,11,LKT,לֶּ֛כֶת ,qal,infc,,B DRK H <M H ZH,0,,B,,
66,214995,NPL[,MT,Isaiah,8,15,NPLW,נָפְל֣וּ ,qal,perf,,,,,,,
67,215093,<BR[,MT,Isaiah,8,21,<BR,עָ֥בַר ,qal,perf,,BH,0,,BH,,
68,215163,HLK[,MT,Isaiah,9,1,HLKJM,הֹלְכִ֣ים ,qal,ptca,,,,,,,
69,215292,CLX[,MT,Isaiah,9,7,CLX,שָׁלַ֥ח ,qal,perf,>DNJ,B J<QB,0,,B,,
70,215297,NPL[,MT,Isaiah,9,7,NPL,נָפַ֖ל ,qal,perf,,B JFR>L,0,,B,,
71,215318,NPL[,MT,Isaiah,9,9,NPLW,נָפָ֖לוּ ,qal,perf,LBNJM,,,,,,
72,215356,CWB[,MT,Isaiah,9,11,CB,שָׁ֣ב ,qal,perf,>PW,,,,,,
73,215366,CWB[,MT,Isaiah,9,12,CB,שָׁ֖ב ,qal,perf,H <M,,,,,,
74,215443,CWB[,MT,Isaiah,9,16,CB,שָׁ֣ב ,qal,perf,>PW,,,,,,
75,215519,CWB[,MT,Isaiah,9,20,CB,שָׁ֣ב ,qal,perf,>PW,,,,,,
76,215564,BW>[,MT,Isaiah,10,3,TBW>,תָּבֹ֑וא ,qal,impf,,M MRXQ,0,,M,,
77,215567,NWS[,MT,Isaiah,10,3,TNWSW,תָּנ֣וּסוּ ,qal,impf,,<L MJ,0,,<L,,
78,215581,NPL[,MT,Isaiah,10,4,JPLW,יִפֹּ֑לוּ ,qal,impf,,TXT HRWGJM,0,,,,
79,215586,CWB[,MT,Isaiah,10,4,CB,שָׁ֣ב ,qal,perf,>PW,,,,,,
80,215605,CLX[,MT,Isaiah,10,6,>CLXNW,אֲשַׁלְּחֶ֔נּוּ ,piel,impf,,B GWJ XNP,0,,B,,
81,215738,SWR[,MT,Isaiah,10,13,>SJR,אָסִ֣יר׀ ,hif,impf,,,,,,,
82,215745,JRD[,MT,Isaiah,10,13,>WRJD,אֹורִ֥יד ,hif,impf,,,,,,,
83,215760,>SP[,MT,Isaiah,10,14,>SP,אֱסֹף֙ ,qal,infc,,,,,,,
84,215767,>SP[,MT,Isaiah,10,14,>SPTJ,אָסָ֑פְתִּי ,qal,perf,>NJ,,,,,,
85,215804,CLX[,MT,Isaiah,10,16,JCLX,יְשַׁלַּ֨ח ,piel,impf,H >DWN JHWH YB>WT,,,,,,
86,215894,CWB[,MT,Isaiah,10,21,JCWB,יָשׁ֖וּב ,qal,impf,C>R C>R J<QB,>L >L GBWR,0,,>L,,
87,215910,CWB[,MT,Isaiah,10,22,JCWB,יָשׁ֣וּב ,qal,impf,C>R,BW,0,,BW,,
88,215993,SWR[,MT,Isaiah,10,27,JSWR,יָס֤וּר ,qal,impf,SBLW,M <L CKMK,0,,M,<L,
89,216009,BW>[,MT,Isaiah,10,28,B>,בָּ֥א ,qal,perf,,<L <JT,0,,<L,,
90,216012,<BR[,MT,Isaiah,10,28,<BR,עָבַ֣ר ,qal,perf,,B MGRWN,0,,B,,
91,216019,<BR[,MT,Isaiah,10,29,<BRW,עָֽבְרוּ֙ ,qal,perf,,M<BRH,0,,,,
92,216029,NWS[,MT,Isaiah,10,29,NSH,נָֽסָה׃ ,qal,perf,GB<T C>WL,,,,,,
93,216089,NPL[,MT,Isaiah,10,34,JPWL,יִפֹּֽול׃ ס ,qal,impf,H LBNWN,,,,,,
94,216091,JY>[,MT,Isaiah,11,1,JY>,יָצָ֥א ,qal,perf,XVR,M GZ< JCJ,0,,M,,
95,216314,>SP[,MT,Isaiah,11,12,>SP,אָסַ֖ף ,qal,perf,,,,,,,
96,216320,QBY[,MT,Isaiah,11,12,JQBY,יְקַבֵּ֔ץ ,piel,impf,,M >RB< KNPWT H >RY,0,,M,,
97,216327,SWR[,MT,Isaiah,11,13,SRH,סָ֨רָה֙ ,qal,perf,QN>T >PRJM,,,,,,
98,216407,<LH[,MT,Isaiah,11,16,<LTW,עֲלֹתֹ֖ו ,qal,infc,,M >RY MYRJM,0,,M,,
99,216423,CWB[,MT,Isaiah,12,1,JCB,יָשֹׁ֥ב ,qal,impf,>PK,,,,,,
100,216516,BW>[,MT,Isaiah,13,2,JB>W,יָבֹ֖אוּ ,qal,impf,,PTXJ NDJBJM,0,,,,
101,216542,>SP[,MT,Isaiah,13,4,N>SPJM,נֶֽאֱסָפִ֔ים ,nif,ptca,QWL C>WN MMLKWT GWJM N>SPJM,,,,,,
102,216548,BW>[,MT,Isaiah,13,5,B>JM,בָּאִ֛ים ,qal,ptca,JHWH W KLJ Z<MW,M >RY MRXQ M QYH H CMJM,0,,M,M,
103,216574,BW>[,MT,Isaiah,13,6,JBW>,יָבֹֽוא׃ ,qal,impf,,,,,,,
104,216605,BW>[,MT,Isaiah,13,9,B>,בָּ֔א ,qal,perf,JWM JHWH,,,,,,
105,216635,JY>[,MT,Isaiah,13,10,Y>TW,צֵאתֹ֔ו ,qal,infc,,,,,,,
106,216696,QBY[,MT,Isaiah,13,14,MQBY,מְקַבֵּ֑ץ ,piel,ptca,,,,,,,
107,216705,NWS[,MT,Isaiah,13,14,JNWSW,יָנֽוּסוּ׃ ,qal,impf,,,,,,,
108,216714,NPL[,MT,Isaiah,13,15,JPWL,יִפֹּ֥ול ,qal,impf,KL H NSPH,,,,,,
109,216823,BW>[,MT,Isaiah,13,22,BW>,בֹוא֙ ,qal,infc,,,,,,,
110,216854,LQX[,MT,Isaiah,14,2,LQXWM,לְקָח֣וּם ,qal,perf,<MJM,,,,,,
111,216857,BW>[,MT,Isaiah,14,2,HBJ>WM,הֱבִיא֣וּם ,hif,perf,,>L MQWMM,0,,>L,,
112,216956,<LH[,MT,Isaiah,14,8,J<LH,יַעֲלֶ֥ה ,qal,impf,H KRT,<LJNW,0,,<LJNW,,
113,216967,BW>[,MT,Isaiah,14,9,BW>K,בֹּואֶ֑ךָ ,qal,infc,,,,,,,
114,216991,JRD[,MT,Isaiah,14,11,HWRD,הוּרַ֥ד ,hof,perf,G>WNK HMJT NBLJK,C>WL,0,,,,
115,217003,NPL[,MT,Isaiah,14,12,NPLT,נָפַ֥לְתָּ ,qal,perf,,M CMJM,0,,M,,
116,217023,<LH[,MT,Isaiah,14,13,><LH,אֶֽעֱלֶ֔ה ,qal,impf,,H CMJM,0,,,,
117,217039,<LH[,MT,Isaiah,14,14,><LH,אֶעֱלֶ֖ה ,qal,impf,,<L BMTJ <B,0,,<L,,
118,217049,JRD[,MT,Isaiah,14,15,TWRD,תּוּרָ֖ד ,hof,impf,,>K >L C>WL >L JRKTJ BWR,0,,>L,>L,
119,217091,CLK[,MT,Isaiah,14,19,HCLKT,הָשְׁלַ֤כְתָּ ,hof,perf,>TH,M QBRK,0,,M,,
120,217101,JRD[,MT,Isaiah,14,19,JWRDJ,יֹורְדֵ֥י ,qal,ptca,,>L >BNJ BWR,0,,>L,,
121,217204,SWR[,MT,Isaiah,14,25,SR,סָ֤ר ,qal,perf,<LW,M <LJHM,0,,M,<LJHM,
122,217213,SWR[,MT,Isaiah,14,25,JSWR,יָסֽוּר׃ ,qal,impf,SBLW,M <L CKMW,0,,M,<L,
123,217246,CWB[,MT,Isaiah,14,27,JCJBNH,יְשִׁיבֶֽנָּה׃ פ ,hif,impf,MJ,,,,,,
124,217270,JY>[,MT,Isaiah,14,29,JY>,יֵ֣צֵא ,qal,impf,YP<,M CRC NXC,0,,M,,
125,217305,BW>[,MT,Isaiah,14,31,B>,בָּ֔א ,qal,perf,<CN,M YPWN,0,,M,,
126,217340,<LH[,MT,Isaiah,15,2,<LH,עָלָ֨ה ,qal,perf,,H BJT,0,,,,
127,217374,JRD[,MT,Isaiah,15,3,JRD,יֹרֵ֥ד ,qal,ptca,,,,,,,
128,217409,<LH[,MT,Isaiah,15,5,J<LH,יַֽעֲלֶה־,qal,impf,,BW,0,,BW,,
129,217472,CLX[,MT,Isaiah,16,1,CLXW,שִׁלְחוּ־,qal,impv,,M SL<,0,,M,,
130,217472,CLX[,MT,Isaiah,16,1,CLXW,שִׁלְחוּ־,qal,impv,,MDBRH >L HR BT YJWN,1,,>L,,
131,217489,CLX[,MT,Isaiah,16,2,MCLX,מְשֻׁלָּ֑ח ,pual,ptcp,,,,,,,
132,217496,BW>[,MT,Isaiah,16,3,HBJ>W,הָבִ֤יאִי ,hif,impv,,,,,,,
133,217512,GLH[,MT,Isaiah,16,3,TGLJ,תְּגַלִּֽי׃ ,piel,impf,,,,,,,
134,217598,<BR[,MT,Isaiah,16,8,<BRW,עָ֥בְרוּ ,qal,perf,,,,,,,
135,217620,NPL[,MT,Isaiah,16,9,NPL,נָפָֽל׃ ,qal,perf,HJDD,,,,,,
136,217622,>SP[,MT,Isaiah,16,10,N>SP,נֶאֱסַ֨ף ,nif,perf,FMXH W GJL,MN H KRML,0,,MN,,
137,217671,BW>[,MT,Isaiah,16,12,B>,בָ֧א ,qal,perf,,>L MQDCW,0,,>L,,
138,217721,SWR[,MT,Isaiah,17,1,MWSR,מוּסָ֣ר ,hof,ptcp,DMFQ,M <JR,0,,M,,
139,217776,>SP[,MT,Isaiah,17,5,>SP,אֱסֹף֙ ,qal,infc,,,,,,,
140,217935,NWS[,MT,Isaiah,17,13,NS,נָ֣ס ,qal,perf,,M MRXQ,0,,M,,
141,217980,CLX[,MT,Isaiah,18,2,CLX,שֹּׁלֵ֨חַ ,qal,ptca,,B JM,0,,B,,
142,217992,HLK[,MT,Isaiah,18,2,LKW,לְכ֣וּ׀ ,qal,impv,,>L GWJ MMCK W MWRV,0,,>L,,
143,218076,SWR[,MT,Isaiah,18,5,HSJR,הֵסִ֥יר ,hif,perf,,,,,,,
144,218147,BW>[,MT,Isaiah,19,1,B>,בָ֣א ,qal,perf,,MYRJM,0,,,,
145,218269,CLK[,MT,Isaiah,19,8,MCLJKJ,מַשְׁלִיכֵ֥י ,hif,ptca,,B J>WR,0,,B,,
146,218487,CLX[,MT,Isaiah,19,20,JCLX,יִשְׁלַ֥ח ,qal,impf,,LHM,0,,LHM,,
147,218530,CWB[,MT,Isaiah,19,22,CBW,שָׁ֨בוּ֙ ,qal,perf,,<D JHWH,0,,<D,,
148,218549,BW>[,MT,Isaiah,19,23,B>,בָֽא־,qal,perf,>CWR,B MYRJM,0,,B,,
149,218598,BW>[,MT,Isaiah,20,1,B>,בֹּ֤א ,qal,infc,TRTN,>CDWDH,1,,,,
150,218602,CLX[,MT,Isaiah,20,1,CLX,שְׁלֹ֣ח ,qal,infc,SRGWN MLK >CWR,,,,,,
151,218627,HLK[,MT,Isaiah,20,2,LK,לֵ֗ךְ ,qal,impv,,,,,,,
152,218644,HLK[,MT,Isaiah,20,2,HLK,הָלֹ֖ךְ ,qal,infa,,,,,,,
153,218653,HLK[,MT,Isaiah,20,3,HLK,הָלַ֛ךְ ,qal,perf,<BDJ JC<JHW,,,,,,
154,218718,NWS[,MT,Isaiah,20,6,NSNW,נַ֤סְנוּ ,qal,perf,,CM,0,,,,
155,218744,BW>[,MT,Isaiah,21,1,B>,בָּ֔א ,qal,perf,,M MDBR M >RY NWR>H,0,,M,M,
156,218759,<LH[,MT,Isaiah,21,2,<LJ,עֲלִ֤י ,qal,impv,,,,,,,
157,218811,HLK[,MT,Isaiah,21,6,LK,לֵ֚ךְ ,qal,impv,,,,,,,
158,218853,BW>[,MT,Isaiah,21,9,B>,בָא֙ ,qal,perf,ZH RKB >JC YMD PRCJM,,,,,,
159,218862,NPL[,MT,Isaiah,21,9,NPLH,נָפְלָ֤ה ,qal,perf,,,,,,,
160,218863,NPL[,MT,Isaiah,21,9,NPLH,נָֽפְלָה֙ ,qal,perf,BBL,,,,,,
161,218911,CWB[,MT,Isaiah,21,12,CBW,שֻׁ֥בוּ ,qal,impv,,,,,,,
162,218991,<LH[,MT,Isaiah,22,1,<LJT,עָלִ֥ית ,qal,perf,KLK,L GGWT,0,,L,,
163,219088,GLH[,MT,Isaiah,22,8,JGL,יְגַ֕ל ,piel,wayq,,,,,,,
164,219113,QBY[,MT,Isaiah,22,9,TQBYW,תְּקַבְּצ֔וּ ,piel,wayq,,,,,,,
165,219200,GLH[,MT,Isaiah,22,14,NGLH,נִגְלָ֥ה ,nif,perf,JHWH YB>WT,,,,,,
166,219223,HLK[,MT,Isaiah,22,15,LK,לֶךְ־,qal,impv,,,,,,,
167,219224,BW>[,MT,Isaiah,22,15,B>,בֹּא֙ ,qal,impv,,>L H SKN H ZH <L CBN>,0,,>L,<L,
168,219405,NPL[,MT,Isaiah,22,25,NPLH,נָפְלָ֗ה ,qal,perf,,,,,,,
169,219425,BW>[,MT,Isaiah,23,1,BW>,בֹּ֔וא ,qal,infc,,M >RY KTJM,0,,M,,
170,219429,GLH[,MT,Isaiah,23,1,NGLH,נִגְלָה־,nif,perf,,LMW,0,,LMW,,
171,219436,<BR[,MT,Isaiah,23,2,<BR,עֹבֵ֥ר ,qal,ptca,,,,,,,
172,219482,<BR[,MT,Isaiah,23,6,<BRW,עִבְר֖וּ ,qal,impv,,TRCJCH,1,,,,
173,219527,<BR[,MT,Isaiah,23,10,<BRJ,עִבְרִ֥י ,qal,impv,,>RYK,0,,,,
174,219565,<BR[,MT,Isaiah,23,12,<BRJ,עֲבֹ֔רִי ,qal,impv,,KTJJM,0,,,,
175,219623,LQX[,MT,Isaiah,23,16,QXJ,קְחִ֥י ,qal,impv,,,,,,,
176,219646,CWB[,MT,Isaiah,23,17,CBH,שָׁבָ֖ה ,qal,perf,,L >TNNH,0,,L,,
177,219775,<BR[,MT,Isaiah,24,5,<BRW,עָבְר֤וּ ,qal,perf,,,,,,,
178,219834,BW>[,MT,Isaiah,24,10,BW>,בֹּֽוא׃ ,qal,infc,,,,,,,
179,219845,GLH[,MT,Isaiah,24,11,GLH,גָּלָ֖ה ,qal,perf,MFWF H >RY,,,,,,
180,219938,NWS[,MT,Isaiah,24,18,NS,נָּ֞ס ,qal,ptca,,M QWL H PXD,0,,M,,
181,219943,NPL[,MT,Isaiah,24,18,JPL,יִפֹּ֣ל ,qal,impf,,>L H PXT,0,,>L,,
182,219949,<LH[,MT,Isaiah,24,18,<WLH,עֹולֶה֙ ,qal,ptca,,M TWK H PXT,0,,M,,
183,219993,NPL[,MT,Isaiah,24,20,NPLH,נָפְלָ֖ה ,qal,perf,,,,,,,
184,220023,>SP[,MT,Isaiah,24,22,>SPW,אֻסְּפ֨וּ ,pual,perf,,<L BWR,0,,<L,,
185,220204,SWR[,MT,Isaiah,25,8,JSJR,יָסִיר֙ ,hif,impf,,M <L KL H >RY,0,,M,<L,
186,220308,BW>[,MT,Isaiah,26,2,JB>,יָבֹ֥א ,qal,impf,GWJ YDJQ,,,,,,
187,220481,QRB[,MT,Isaiah,26,17,TQRJB,תַּקְרִ֣יב ,hif,impf,HRH,,,,,,
188,220504,NPL[,MT,Isaiah,26,18,JPLW,יִפְּל֖וּ ,qal,impf,JCBJ TBL,,,,,,
189,220523,NPL[,MT,Isaiah,26,19,TPJL,תַּפִּֽיל׃ ס ,hif,impf,>RY,,,,,,
190,220524,HLK[,MT,Isaiah,26,20,LK,לֵ֤ךְ ,qal,impv,,,,,,,
191,220526,BW>[,MT,Isaiah,26,20,B>,בֹּ֣א ,qal,impv,,B XDRJK,0,,B,,
192,220538,<BR[,MT,Isaiah,26,20,J<BWR,יַעֲבָר־,qal,impf,Z<M,,,,,,
193,220543,JY>[,MT,Isaiah,26,21,JY>,יֹצֵ֣א ,qal,ptca,JHWH,M MQWMW,0,,M,,
194,220554,GLH[,MT,Isaiah,26,21,GLTH,גִלְּתָ֤ה ,piel,perf,H >RY,,,,,,
195,220647,BW>[,MT,Isaiah,27,6,B>JM,בָּאִים֙ ,qal,ptca,H B>JM,,,,,,
196,220672,CLX[,MT,Isaiah,27,8,CLXH,שַׁלְחָ֣הּ ,piel,infc,,,,,,,
197,220692,SWR[,MT,Isaiah,27,9,HSR,הָסִ֣ר ,hif,infc,,,,,,,
198,220713,CLX[,MT,Isaiah,27,10,MCLX,מְשֻׁלָּ֥ח ,pual,ptcp,,,,,,,
199,220733,BW>[,MT,Isaiah,27,11,B>WT,בָּאֹ֖ות ,qal,ptca,NCJM,,,,,,
200,220786,BW>[,MT,Isaiah,27,13,B>W,בָ֗אוּ ,qal,perf,,,,,,,
201,220911,CWB[,MT,Isaiah,28,6,MCJBJ,מְשִׁיבֵ֥י ,hif,ptca,,,,,,,
202,221041,HLK[,MT,Isaiah,28,13,JLKW,יֵלְכ֜וּ ,qal,impf,,,,,,,
203,221079,<BR[,MT,Isaiah,28,15,<BR,יַֽעֲבֹר֙ ,qal,impf,,,,,,,
204,221081,BW>[,MT,Isaiah,28,15,JBW>NW,יְבֹואֵ֔נוּ ,qal,impf,,,,,,,
205,221143,<BR[,MT,Isaiah,28,18,J<BR,יַֽעֲבֹ֔ר ,qal,impf,,,,,,,
206,221151,<BR[,MT,Isaiah,28,19,<BRW,עָבְרֹו֙ ,qal,infc,,,,,,,
207,221152,LQX[,MT,Isaiah,28,19,JQX,יִקַּ֣ח ,qal,impf,,,,,,,
208,221161,<BR[,MT,Isaiah,28,19,J<BR,יַעֲבֹ֖ר ,qal,impf,,,,,,,
209,221325,JY>[,MT,Isaiah,28,29,JY>H,יָצָ֑אָה ,qal,perf,GM Z>T,M <M JHWH YB>WT,0,,M,<M,
210,221402,<BR[,MT,Isaiah,29,5,<BR,עֹבֵר֙ ,qal,ptca,HMWN <RJYJM,,,,,,
211,221583,NGC[,MT,Isaiah,29,13,NGC,נִגַּשׁ֙ ,nif,perf,H <M H ZH,,,,,,
212,221673,CWB[,MT,Isaiah,29,17,CB,שָׁ֥ב ,qal,perf,LBNWN,L KRML,0,,L,,
213,221820,HLK[,MT,Isaiah,30,2,HLKJM,הֹלְכִים֙ ,qal,ptca,,,,,,,
214,221822,JRD[,MT,Isaiah,30,2,RDT,רֶ֣דֶת ,qal,infc,,MYRJM,0,,,,
215,221928,BW>[,MT,Isaiah,30,8,BW>,בֹּ֣וא ,qal,impv,,,,,,,
216,221978,SWR[,MT,Isaiah,30,11,SWRW,ס֚וּרוּ ,qal,impv,,MNJ DRK,0,,MNJ,,
217,222020,NPL[,MT,Isaiah,30,13,NPL,נֹפֵ֔ל ,qal,ptca,H <WN H ZH,,,,,,
218,222029,BW>[,MT,Isaiah,30,13,JBW>,יָבֹ֥וא ,qal,impf,CBRH,,,,,,
219,222085,NWS[,MT,Isaiah,30,16,NNWS,נָנ֖וּס ,qal,impf,,,,,,,
220,222088,NWS[,MT,Isaiah,30,16,TNWSWN,תְּנוּס֑וּן ,qal,impf,,,,,,,
221,222107,NWS[,MT,Isaiah,30,17,TNSW,תָּנֻ֑סוּ ,qal,impf,,,,,,,
222,222193,HLK[,MT,Isaiah,30,21,LKW,לְכ֣וּ ,qal,impv,,BW,0,,BW,,
223,222285,NPL[,MT,Isaiah,30,25,NPL,נְפֹ֖ל ,qal,infc,MGDLJM,,,,,,
224,222321,BW>[,MT,Isaiah,30,27,B>,בָּ֣א ,qal,perf,CM JHWH,M MRXQ,0,,M,,
225,222370,HLK[,MT,Isaiah,30,29,HWLK,הֹולֵךְ֙ ,qal,ptca,,,,,,,
226,222375,BW>[,MT,Isaiah,30,29,BW>,בֹ֥וא ,qal,infc,,>L YWR JFR>L,0,,>L,,
227,222463,JRD[,MT,Isaiah,31,1,JRDJM,יֹּרְדִ֤ים ,qal,ptca,,MYRJM,0,,,,
228,222498,BW>[,MT,Isaiah,31,2,JB>,יָּ֣בֵא ,hif,wayq,,,,,,,
229,222504,SWR[,MT,Isaiah,31,2,HSJR,הֵסִ֑יר ,hif,perf,,,,,,,
