,verb_id,lex,scroll,book,chapter,verse,g_cons,hebrew,stem,tense,subject,complement,dir_he,dir_he_dss_verse,preposition_1,preposition_2,preposition_3
453,230291,<BR[,MT,Isaiah,51,23,N<BRH,נַעֲבֹ֑רָה ,qal,impf,,,,,,,
454,230304,<BR[,MT,Isaiah,51,23,<BRJM,עֹבְרִֽים׃ ס ,qal,ptca,,K XWY,0,,K,,
455,230320,BW>[,MT,Isaiah,52,1,JB>,יָבֹא־,qal,impf,<RL W VM>,BK,0,,BK,,
456,230355,JRD[,MT,Isaiah,52,4,JRD,יָֽרַד־,qal,perf,<MJ,MYRJM,0,,,,
457,230376,LQX[,MT,Isaiah,52,5,LQX,לֻקַּ֥ח ,pual,perf,<MJ,,,,,,
458,230436,CWB[,MT,Isaiah,52,8,CWB,שׁ֥וּב ,qal,infc,JHWH,YJWN,0,,,,
459,230468,SWR[,MT,Isaiah,52,11,SWRW,ס֤וּרוּ ,qal,impv,,,,,,,
460,230469,SWR[,MT,Isaiah,52,11,SWRW,ס֨וּרוּ֙ ,qal,impv,,,,,,,
461,230470,JY>[,MT,Isaiah,52,11,Y>W,צְא֣וּ ,qal,impv,,M CM,0,,M,,
462,230476,JY>[,MT,Isaiah,52,11,Y>W,צְא֣וּ ,qal,impv,,M TWKH,0,,M,,
463,230487,JY>[,MT,Isaiah,52,12,TY>W,תֵּצֵ֔אוּ ,qal,impf,,,,,,,
464,230492,HLK[,MT,Isaiah,52,12,TLKWN,תֵלֵכ֑וּן ,qal,impf,,,,,,,
465,230494,HLK[,MT,Isaiah,52,12,HLK,הֹלֵ֤ךְ ,qal,ptca,JHWH,,,,,,
466,230499,>SP[,MT,Isaiah,52,12,M>SPKM,מְאַסִּפְכֶ֖ם ,piel,ptca,>LHJ JFR>L,,,,,,
467,230554,GLH[,MT,Isaiah,53,1,NGLTH,נִגְלָֽתָה׃ ,nif,perf,ZRW< JHWH,<L MJ,0,,<L,,
468,230556,<LH[,MT,Isaiah,53,2,J<L,יַּ֨עַל ,qal,wayq,,L PNJW,0,,L,,
469,230678,LQX[,MT,Isaiah,53,8,LQX,לֻקָּ֔ח ,pual,perf,,M <YR W M MCPV,0,,M,M,
470,230887,QBY[,MT,Isaiah,54,7,>QBYK,אֲקַבְּצֵֽךְ׃ ,piel,impf,,,,,,,
471,230911,<BR[,MT,Isaiah,54,9,<BR,עֲבֹ֥ר ,qal,infc,MJ NX,<L H >RY,0,,<L,,
472,231003,QRB[,MT,Isaiah,54,14,TQRB,תִקְרַ֖ב ,qal,impf,,>LJK,0,,>LJK,,
473,231015,NPL[,MT,Isaiah,54,15,JPWL,יִפֹּֽול׃ ,qal,impf,,,,,,,
474,231025,JY>[,MT,Isaiah,54,16,MWYJ>,מֹוצִ֥יא ,hif,ptca,,,,,,,
475,231063,HLK[,MT,Isaiah,55,1,LKW,לְכ֣וּ ,qal,impv,,L MJM,0,,L,,
476,231072,HLK[,MT,Isaiah,55,1,LKW,לְכ֤וּ ,qal,impv,,,,,,,
477,231077,HLK[,MT,Isaiah,55,1,LKW,לְכ֣וּ ,qal,impv,,,,,,,
478,231116,HLK[,MT,Isaiah,55,3,LKW,לְכ֣וּ ,qal,impv,,>LJ,0,,>LJ,,
479,231175,CWB[,MT,Isaiah,55,7,JCB,יָשֹׁ֤ב ,qal,impf,,>L JHWH,0,,>L,,
480,231214,JRD[,MT,Isaiah,55,10,JRD,יֵרֵד֩ ,qal,impf,H GCM W H CLG,MN H CMJM,0,,MN,,
481,231226,CWB[,MT,Isaiah,55,10,JCWB,יָשׁ֔וּב ,qal,impf,,CMH,1,,,,
482,231252,JY>[,MT,Isaiah,55,11,JY>,יֵצֵ֣א ,qal,impf,,M PJ,0,,M,,
483,231256,CWB[,MT,Isaiah,55,11,JCWB,יָשׁ֥וּב ,qal,impf,,>LJ,0,,>LJ,,
484,231268,CLX[,MT,Isaiah,55,11,CLXTJW,שְׁלַחְתִּֽיו׃ ,qal,perf,,,,,,,
485,231272,JY>[,MT,Isaiah,55,12,TY>W,תֵצֵ֔אוּ ,qal,impf,,,,,,,
486,231296,<LH[,MT,Isaiah,55,13,J<LH,יַעֲלֶ֣ה ,qal,impf,BRWC,,,,,,
487,231302,<LH[,MT,Isaiah,55,13,J<LH,יַעֲלֶ֣ה ,qal,impf,HDS,,,,,,
488,231327,BW>[,MT,Isaiah,56,1,BW>,בֹ֔וא ,qal,infc,,,,,,,
489,231331,GLH[,MT,Isaiah,56,1,HGLWT,הִגָּלֹֽות׃ ,nif,infc,,,,,,,
490,231454,BW>[,MT,Isaiah,56,7,HBJ>WTJM,הֲבִיאֹותִ֞ים ,hif,perf,,>L HR QDCJ,0,,>L,,
491,231482,QBY[,MT,Isaiah,56,8,MQBY,מְקַבֵּ֖ץ ,piel,ptca,,,,,,,
492,231486,QBY[,MT,Isaiah,56,8,>QBY,אֲקַבֵּ֥ץ ,piel,impf,,<LJW,0,,<LJW,,
493,231489,QBY[,MT,Isaiah,56,8,NQBYJW,נִקְבָּצָֽיו׃ ,nif,ptca,,<LJW,0,,<LJW,,
494,231542,LQX[,MT,Isaiah,56,12,>QXH,אֶקְחָה־,qal,impf,,,,,,,
495,231568,>SP[,MT,Isaiah,57,1,N>SPJM,נֶֽאֱסָפִים֙ ,nif,ptca,>NCJ XSD,,,,,,
496,231577,>SP[,MT,Isaiah,57,1,N>SP,נֶאֱסַ֥ף ,nif,perf,H YDJQ,,,,,,
497,231580,BW>[,MT,Isaiah,57,2,JBW>,יָבֹ֣וא ,qal,impf,,,,,,,
498,231585,HLK[,MT,Isaiah,57,2,HLK,הֹלֵ֖ךְ ,qal,ptca,,,,,,,
499,231589,QRB[,MT,Isaiah,57,3,QRBW,קִרְבוּ־,qal,impv,>TM,HNH,0,,,,
500,231643,<LH[,MT,Isaiah,57,6,H<LJT,הֶעֱלִ֣ית ,hif,perf,,,,,,,
501,231658,<LH[,MT,Isaiah,57,7,<LJT,עָלִ֖ית ,qal,perf,,,,,,,
502,231674,GLH[,MT,Isaiah,57,8,GLJT,גִּלִּ֣ית ,piel,perf,,,,,,,
503,231676,<LH[,MT,Isaiah,57,8,T<LJ,תַּעֲלִ֗י ,qal,wayq,,,,,,,
504,231699,CLX[,MT,Isaiah,57,9,TCLXJ,תְּשַׁלְּחִ֤י ,piel,wayq,,<D M RXQ,0,,<D,M,
505,231767,LQX[,MT,Isaiah,57,13,JQX,יִקַּח־,qal,impf,HBL,,,,,,
506,231850,HLK[,MT,Isaiah,57,17,JLK,יֵּ֥לֶךְ ,qal,wayq,,B DRK LBW,0,,B,,
507,232039,CLX[,MT,Isaiah,58,6,CLX,שַׁלַּ֤ח ,piel,infc,,,,,,,
508,232056,BW>[,MT,Isaiah,58,7,TBJ>,תָּ֣בִיא ,hif,impf,,BJT,0,,,,
509,232079,HLK[,MT,Isaiah,58,8,HLK,הָלַ֤ךְ ,qal,perf,YDQK,L PNJK,0,,L,,
510,232085,>SP[,MT,Isaiah,58,8,J>SPK,יַאַסְפֶֽךָ׃ ,qal,impf,KBWD JHWH,,,,,,
511,232096,SWR[,MT,Isaiah,58,9,TSJR,תָּסִ֤יר ,hif,impf,,M TWKK,0,,M,,
512,232100,CLX[,MT,Isaiah,58,9,CLX,שְׁלַ֥ח ,qal,infc,,,,,,,
513,232166,CWB[,MT,Isaiah,58,12,MCBB,מְשֹׁבֵ֥ב ,piel,ptca,,,,,,,
514,232171,CWB[,MT,Isaiah,58,13,TCJB,תָּשִׁ֤יב ,hif,impf,,M CBT,0,,M,,
515,232378,HLK[,MT,Isaiah,59,9,NHLK,נְהַלֵּֽךְ׃ ,piel,impf,,B >PLWT,0,,B,,
516,232478,BW>[,MT,Isaiah,59,14,BW>,בֹֽוא׃ ,qal,infc,,,,,,,
517,232485,SWR[,MT,Isaiah,59,15,SR,סָ֥ר ,qal,ptca,,M R<,0,,M,,
518,232570,BW>[,MT,Isaiah,59,19,JBW>,יָבֹ֤וא ,qal,impf,YR,,,,,,
519,232577,NWS[,MT,Isaiah,59,19,NSSH,נֹ֥סְסָה ,piel,perf,RWX JHWH,BW,0,,BW,,
520,232580,BW>[,MT,Isaiah,59,20,B>,בָ֤א ,qal,perf,,L YJWN,0,,L,,
521,232586,CWB[,MT,Isaiah,59,20,CBJ,שָׁבֵ֥י ,qal,ptca,,L CBJ PC< B J<QB,0,,L,B,
522,232631,BW>[,MT,Isaiah,60,1,B>,בָ֣א ,qal,perf,>WRK,,,,,,
523,232656,HLK[,MT,Isaiah,60,3,HLKW,הָלְכ֥וּ ,qal,perf,GWJM,L >WRK,0,,L,,
524,232671,QBY[,MT,Isaiah,60,4,NQBYW,נִקְבְּצ֣וּ ,nif,perf,KLM,,,,,,
525,232672,BW>[,MT,Isaiah,60,4,B>W,בָֽאוּ־,qal,perf,,LK,0,,LK,,
526,232677,BW>[,MT,Isaiah,60,4,JB>W,יָבֹ֔אוּ ,qal,impf,BNJK,M RXWQ,0,,M,,
527,232699,BW>[,MT,Isaiah,60,5,JB>W,יָבֹ֥אוּ ,qal,impf,XJL GWJM,LK,0,,LK,,
528,232711,BW>[,MT,Isaiah,60,6,JB>W,יָבֹ֑אוּ ,qal,impf,KLM,M CB>,0,,M,,
529,232723,QBY[,MT,Isaiah,60,7,JQBYW,יִקָּ֣בְצוּ ,nif,impf,KL Y>N QDR,LK,0,,LK,,
530,232728,<LH[,MT,Isaiah,60,7,J<LW,יַעֲל֤וּ ,qal,impf,,MZBXJ,0,,,,
531,232759,BW>[,MT,Isaiah,60,9,HBJ>,הָבִ֤יא ,hif,infc,,M RXWQ,0,,M,,
532,232803,BW>[,MT,Isaiah,60,11,HBJ>,הָבִ֤יא ,hif,infc,,>LJK,0,,>LJK,,
533,232829,BW>[,MT,Isaiah,60,13,JBW>,יָבֹ֔וא ,qal,impf,KBWD H LBNWN BRWC TDHR W T>CWR JXDW,>LJK,0,,>LJK,,
534,232844,HLK[,MT,Isaiah,60,14,HLKW,הָלְכ֨וּ ,qal,perf,BNJ M<NJK,>LJK,0,,>LJK,,
535,232871,<BR[,MT,Isaiah,60,15,<WBR,עֹובֵ֑ר ,qal,ptca,,,,,,,
536,232902,BW>[,MT,Isaiah,60,17,>BJ>,אָבִ֣יא ,hif,impf,,,,,,,
537,232908,BW>[,MT,Isaiah,60,17,>BJ>,אָ֣בִיא ,hif,impf,,,,,,,
538,232974,BW>[,MT,Isaiah,60,20,JBW>,יָבֹ֥וא ,qal,impf,CMCK,,,,,,
539,232980,>SP[,MT,Isaiah,60,20,J>SP,יֵאָסֵ֑ף ,nif,impf,JRXK,,,,,,
540,233033,CLX[,MT,Isaiah,61,1,CLXNJ,שְׁלָחַ֨נִי֙ ,qal,perf,,,,,,,
541,233221,JY>[,MT,Isaiah,61,11,TWYJ>,תֹּוצִ֣יא ,hif,impf,,,,,,,
542,233249,JY>[,MT,Isaiah,62,1,JY>,יֵצֵ֤א ,qal,impf,YDQH,,,,,,
543,233395,>SP[,MT,Isaiah,62,9,M>SPJW,מְאַסְפָיו֙ ,piel,ptca,,,,,,,
544,233402,QBY[,MT,Isaiah,62,9,MQBYJW,מְקַבְּצָ֥יו ,piel,ptca,,,,,,,
545,233407,<BR[,MT,Isaiah,62,10,<BRW,עִבְר֤וּ ,qal,impv,,,,,,,
546,233408,<BR[,MT,Isaiah,62,10,<BRW,עִבְרוּ֙ ,qal,impv,,B C<RJM,0,,B,,
547,233441,BW>[,MT,Isaiah,62,11,B>,בָּ֑א ,qal,perf,JC<K,,,,,,
548,233466,BW>[,MT,Isaiah,63,1,B>,בָּ֣א ,qal,ptca,MJ ZH,M >DWM,0,,M,,
549,233533,BW>[,MT,Isaiah,63,4,B>H,בָּֽאָה׃ ,qal,perf,CNT G>WLJ,,,,,,
550,233562,JRD[,MT,Isaiah,63,6,>WRJD,אֹורִ֥יד ,hif,impf,,L >RY,0,,L,,
551,233652,<LH[,MT,Isaiah,63,11,M<LM,מַּעֲלֵ֣ם ,hif,ptca,,M JM,0,,M,,
552,233666,HLK[,MT,Isaiah,63,12,MWLJK,מֹולִיךְ֙ ,hif,ptca,,,,,,,
553,233681,HLK[,MT,Isaiah,63,13,MWLJKM,מֹולִיכָ֖ם ,hif,ptca,,B THMWT,0,,B,,
554,233699,JRD[,MT,Isaiah,63,14,TRD,תֵרֵ֔ד ,qal,impf,,B BQ<H,0,,B,,
555,233758,CWB[,MT,Isaiah,63,17,CWB,שׁ֚וּב ,qal,impv,,,,,,,
556,233785,JRD[,MT,Isaiah,63,19,JRDT,יָרַ֔דְתָּ ,qal,perf,,,,,,,
557,233811,JRD[,MT,Isaiah,64,2,JRDT,יָרַ֕דְתָּ ,qal,perf,,,,,,,
558,233985,HLK[,MT,Isaiah,65,2,HLKJM,הֹלְכִים֙ ,qal,ptca,,>XR MXCBTJHM,0,,,,
559,234030,QRB[,MT,Isaiah,65,5,QRB,קְרַ֣ב ,qal,impv,,>LJK,0,,>LJK,,
560,234033,NGC[,MT,Isaiah,65,5,TGC,תִּגַּשׁ־,qal,impf,,BJ,0,,BJ,,
561,234110,JY>[,MT,Isaiah,65,9,HWY>TJ,הֹוצֵאתִ֤י ,hif,perf,,M J<QB,0,,M,,
562,234301,<LH[,MT,Isaiah,65,17,T<LJNH,תַעֲלֶ֖ינָה ,qal,impf,,<L LB,0,,<L,,
563,234519,<LH[,MT,Isaiah,66,3,M<LH,מַעֲלֵ֤ה ,hif,ptca,,,,,,,
564,234544,BW>[,MT,Isaiah,66,4,>BJ>,אָבִ֣יא ,hif,impf,,,,,,,
565,234608,BW>[,MT,Isaiah,66,7,JBW>,יָבֹ֥וא ,qal,impf,XBL,LH,0,,LH,,
566,234749,BW>[,MT,Isaiah,66,15,JBW>,יָבֹ֔וא ,qal,impf,JHWH,,,,,,
567,234756,CWB[,MT,Isaiah,66,15,HCJB,הָשִׁ֤יב ,hif,infc,,,,,,,
568,234813,BW>[,MT,Isaiah,66,18,B>H,בָּאָ֕ה ,qal,ptca,,,,,,,
569,234815,QBY[,MT,Isaiah,66,18,QBY,קַבֵּ֥ץ ,piel,infc,,,,,,,
570,234824,BW>[,MT,Isaiah,66,18,B>W,בָ֖אוּ ,qal,perf,,,,,,,
571,234834,CLX[,MT,Isaiah,66,19,CLXTJ,שִׁלַּחְתִּ֣י ,piel,perf,,>L H GWJM TRCJC PWL W LWD MCKJ QCT TBL W JWN H >JJM H RXQJM,0,,>L,,
572,234871,BW>[,MT,Isaiah,66,20,HBJ>W,הֵבִ֣יאוּ ,hif,perf,,<L HR QDCJ JRWCLM,0,,<L,,
573,234909,BW>[,MT,Isaiah,66,20,JBJ>W,יָבִיאוּ֩ ,hif,impf,BNJ JFR>L,BJT JHWH,0,,,,
574,234923,LQX[,MT,Isaiah,66,21,>QX,אֶקַּ֛ח ,qal,impf,,GM MHM,0,,MHM,,
575,234923,LQX[,MT,Isaiah,66,21,>QX,אֶקַּ֛ח ,qal,impf,,L KHNJM L LWJM,0,,L,L,
576,234970,BW>[,MT,Isaiah,66,23,JBW>,יָבֹ֧וא ,qal,impf,KL BFR,,,,,,
577,234980,JY>[,MT,Isaiah,66,24,JY>W,יָצְא֣וּ ,qal,perf,,,,,,,
578,1895059,BW>[,1Qisaa,Isaiah,1,12,TB>W,תבאו ,qal,impf,,,,0,,,
579,1895075,BW>[,1Qisaa,Isaiah,1,13,HBJ>,הביא ,hifil,infc,,,,0,,,
580,1895129,SWR[,1Qisaa,Isaiah,1,16,HSJRW,הסירו ,hifil,impv,,,,0,,,
581,1895149,HLK[,1Qisaa,Isaiah,1,18,LKW,לכו ,qal,impv,,,,0,,,
582,1895234,BW>[,1Qisaa,Isaiah,1,23,JBW>,יבוא ,qal,impf,,,,0,,,
583,1895257,CWB[,1Qisaa,Isaiah,1,25,HCJB,השיב ,hifil,perf,,,,0,,,
584,1895266,SWR[,1Qisaa,Isaiah,1,25,>SJR,אסיר ,hifil,impf,,,,0,,,
585,1895271,CWB[,1Qisaa,Isaiah,1,26,>CJBH,אשיבה ,hifil,impf,,,,0,,,
586,1895296,CWB[,1Qisaa,Isaiah,1,27,CBJH,שבי׳ה ,qal,ptca,,,,0,,,
587,1895395,HLK[,1Qisaa,Isaiah,2,3,HLKW,הלכו ,qal,perf,,,,0,,,
588,1895400,HLK[,1Qisaa,Isaiah,2,3,LKW,לכו ,qal,impv,,,,0,,,
589,1895402,<LH[,1Qisaa,Isaiah,2,3,N<LH,נעלה ,qal,impf,,,,0,,,
590,1895412,HLK[,1Qisaa,Isaiah,2,3,N>LKH,נאלכה ,qal,impf,,,,0,,,
591,1895418,JY>[,1Qisaa,Isaiah,2,3,TY>,תצא ,qal,impf,,,,0,,,
592,1895464,HLK[,1Qisaa,Isaiah,2,5,LKW,לכו ,qal,impv,,,,0,,,
593,1895466,HLK[,1Qisaa,Isaiah,2,5,NLKH,נלכה ,qal,impf,,,,0,,,
594,1895648,BW>[,1Qisaa,Isaiah,2,19,B>W,באו ,qal,perf,,,,0,,,
595,1895675,CLK[,1Qisaa,Isaiah,2,20,JCLJK,ישליך ,hifil,impf,,,,0,,,
596,1895697,BW>[,1Qisaa,Isaiah,2,21,BW>,בוא ,qal,infc,,,,0,,,
597,1895743,SWR[,1Qisaa,Isaiah,3,1,MHSJR,מהסיר ,hifil,ptca,,,,0,,,
598,1895866,NPL[,1Qisaa,Isaiah,3,8,NPLH,נפלה ,qal,perf,,,,0,,,
599,1895915,CWB[,1Qisaa,Isaiah,3,11,JCWB,ישוב ,qal,impf,,,,0,,,
600,1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,יבוא ,qal,impf,,,,0,,,
601,1895984,HLK[,1Qisaa,Isaiah,3,16,TLKNH,תלכנה ,qal,wayy,,,,0,,,
602,1895990,HLK[,1Qisaa,Isaiah,3,16,HLWK,הלוך ,qal,infa,,,,0,,,
603,1895993,HLK[,1Qisaa,Isaiah,3,16,TLKNH,תלכנה ,qal,impf,,,,0,,,
604,1896015,SWR[,1Qisaa,Isaiah,3,18,JSJR,יסיר ,hifil,impf,,,,0,,,
605,1896114,NPL[,1Qisaa,Isaiah,3,25,JPWLW,יפולו ,qal,impf,,,,0,,,
606,1896153,>SP[,1Qisaa,Isaiah,4,1,>SP,אסף ,qal,impv,,,,0,,,
607,1896341,SWR[,1Qisaa,Isaiah,5,5,>SJR,אסיר ,hifil,impf,,,,0,,,
608,1896363,<LH[,1Qisaa,Isaiah,5,6,<LH,עלה ,qal,perf,,,,0,,,
609,1896409,QRB[,1Qisaa,Isaiah,5,8,JQRJBW,יקריבו ,hifil,impf,,,,0,,,
610,1896489,GLH[,1Qisaa,Isaiah,5,13,GLH,גלה ,qal,perf,,,,0,,,
611,1896515,JRD[,1Qisaa,Isaiah,5,14,JRD,ירד ,qal,perf,,,,0,,,
612,1896584,QRB[,1Qisaa,Isaiah,5,19,TQRBH,תקרב׳ה ,qal,impf,,,,0,,,
613,1896586,BW>[,1Qisaa,Isaiah,5,19,TBW>H,תבוא׳ה ,qal,impf,,,,0,,,
614,1896648,SWR[,1Qisaa,Isaiah,5,23,JSJRW,יסירו ,hifil,impf,,,,0,,,
615,1896670,<LH[,1Qisaa,Isaiah,5,24,J<LH,יעלה ,qal,impf,,,,0,,,
616,1896713,CWB[,1Qisaa,Isaiah,5,25,CB,שב ,qal,perf,,,,0,,,
617,1896738,BW>[,1Qisaa,Isaiah,5,26,JBW>,יבוא ,qal,impf,,,,0,,,
618,1896936,LQX[,1Qisaa,Isaiah,6,6,LQX,לקח ,qal,perf,,,,0,,,
619,1896954,SWR[,1Qisaa,Isaiah,6,7,SR,סר ,qal,perf,,,,0,,,
620,1896968,CLX[,1Qisaa,Isaiah,6,8,>CLX,אשלח ,qal,impf,,,,0,,,
621,1896971,HLK[,1Qisaa,Isaiah,6,8,JLK,ילך ,qal,impf,,,,0,,,
622,1896976,CLX[,1Qisaa,Isaiah,6,8,CLXNJ,שלח׳ני ,qal,impv,,,,0,,,
623,1896980,HLK[,1Qisaa,Isaiah,6,9,LK,לך ,qal,impv,,,,0,,,
624,1897022,CWB[,1Qisaa,Isaiah,6,10,CB,שב ,qal,perf,,,,0,,,
625,1897072,CWB[,1Qisaa,Isaiah,6,13,CBH,שבה ,qal,perf,,,,0,,,
626,1897083,CLK[,1Qisaa,Isaiah,6,13,MCLKT,משלכת ,hofal,ptca,,,,0,,,
627,1897102,<LH[,1Qisaa,Isaiah,7,1,<LH,עלה ,qal,perf,,,,0,,,
628,1897153,JY>[,1Qisaa,Isaiah,7,3,Y>,צא ,qal,impv,,,,0,,,
629,1897221,<LH[,1Qisaa,Isaiah,7,6,N<LH,נעלה ,qal,impf,,,,0,,,
630,1897394,BW>[,1Qisaa,Isaiah,7,17,JBJ>,יביא ,hifil,impf,,,,0,,,
631,1897407,BW>[,1Qisaa,Isaiah,7,17,B>W,באו ,qal,perf,,,,0,,,
632,1897411,SWR[,1Qisaa,Isaiah,7,17,SWR,סור ,qal,infc,,,,0,,,
633,1897444,BW>[,1Qisaa,Isaiah,7,19,B>W,באו ,qal,perf,,,,0,,,
634,1897562,BW>[,1Qisaa,Isaiah,7,24,JBW>,יבוא ,qal,impf,,,,1,,,
635,1897582,BW>[,1Qisaa,Isaiah,7,25,TBW>,תבוא ,qal,impf,,,,1,,,
636,1897602,LQX[,1Qisaa,Isaiah,8,1,QX,קח ,qal,impv,,,,0,,,
637,1897634,QRB[,1Qisaa,Isaiah,8,3,>QRB,אקרב ,qal,wayy,,,,0,,,
638,1897699,HLK[,1Qisaa,Isaiah,8,6,HWLKJM,הולכים ,qal,ptca,,,,0,,,
639,1897717,<LH[,1Qisaa,Isaiah,8,7,M<LH,מעלה ,hifil,ptca,,,,0,,,
640,1897737,<LH[,1Qisaa,Isaiah,8,7,<LH,עלה ,qal,perf,,,,0,,,
641,1897742,HLK[,1Qisaa,Isaiah,8,7,HLK,הלך ,qal,perf,,,,0,,,
642,1897753,<BR[,1Qisaa,Isaiah,8,8,<BR,עבר ,qal,perf,,,,0,,,
643,1897804,HLK[,1Qisaa,Isaiah,8,11,LKT,לכת ,qal,infc,,,,0,,,
644,1897877,NPL[,1Qisaa,Isaiah,8,15,NPLW,נפלו ,qal,perf,,,,0,,,
645,1897981,<BR[,1Qisaa,Isaiah,8,21,<BR,עבר ,qal,perf,,,,1,,,
646,1898055,HLK[,1Qisaa,Isaiah,9,1,HWLKJM,הולכים ,qal,ptca,,,,0,,,
647,1898190,CLX[,1Qisaa,Isaiah,9,7,CLX,שלח ,qal,perf,,,,0,,,
648,1898195,NPL[,1Qisaa,Isaiah,9,7,NPL,נפל ,qal,perf,,,,0,,,
649,1898218,NPL[,1Qisaa,Isaiah,9,9,NPLW,נפלו ,qal,perf,,,,0,,,
650,1898259,CWB[,1Qisaa,Isaiah,9,11,CB,שב ,qal,perf,,,,0,,,
651,1898270,CWB[,1Qisaa,Isaiah,9,12,CB,שב ,qal,perf,,,,0,,,
652,1898352,CWB[,1Qisaa,Isaiah,9,16,CB,שב ,qal,perf,,,,0,,,
653,1898435,CWB[,1Qisaa,Isaiah,9,20,CB,שב ,qal,perf,,,,0,,,
654,1898482,BW>[,1Qisaa,Isaiah,10,3,TBW>,תבוא ,qal,impf,,,,0,,,
655,1898485,NWS[,1Qisaa,Isaiah,10,3,TNWSW,תנוסו ,qal,impf,,,,0,,,
656,1898500,NPL[,1Qisaa,Isaiah,10,4,JPLW,יפלו ,qal,impf,,,,0,,,
657,1898506,CWB[,1Qisaa,Isaiah,10,4,CB,שב ,qal,perf,,,,0,,,
658,1898527,CLX[,1Qisaa,Isaiah,10,6,>CLXNW,אשלח׳נו ,piel,impf,,,,0,,,
659,1898665,SWR[,1Qisaa,Isaiah,10,13,>SJR,אסיר ,hifil,impf,,,,0,,,
660,1898672,JRD[,1Qisaa,Isaiah,10,13,>WRJD,אוריד ,hifil,impf,,,,0,,,
661,1898687,>SP[,1Qisaa,Isaiah,10,14,>SWP,אסוף ,qal,infc,,,,0,,,
662,1898694,>SP[,1Qisaa,Isaiah,10,14,>SPTJ,אספתי ,qal,perf,,,,0,,,
663,1898733,CLX[,1Qisaa,Isaiah,10,16,JCLX,ישלח ,piel,impf,,,,0,,,
664,1898827,CWB[,1Qisaa,Isaiah,10,21,JCWB,ישוב ,qal,impf,,,,0,,,
665,1898844,CWB[,1Qisaa,Isaiah,10,22,JCWB,ישוב ,qal,impf,,,,0,,,
666,1898931,SWR[,1Qisaa,Isaiah,10,27,JSWR,יסור ,qal,impf,,,,0,,,
667,1898948,BW>[,1Qisaa,Isaiah,10,28,B>,בא ,qal,perf,,,,1,,,
668,1898951,<BR[,1Qisaa,Isaiah,10,28,<BR,עבר ,qal,perf,,,,1,,,
669,1898959,<BR[,1Qisaa,Isaiah,10,29,<BR,עבר ,qal,perf,,,,0,,,
670,1898970,NWS[,1Qisaa,Isaiah,10,29,NSH,נסה ,qal,perf,,,,0,,,
671,1899034,NPL[,1Qisaa,Isaiah,10,34,JPWL,יפול ,qal,impf,,,,0,,,
672,1899037,JY>[,1Qisaa,Isaiah,11,1,JY>,יצא ,qal,perf,,,,0,,,
673,1899267,>SP[,1Qisaa,Isaiah,11,12,>SP,אספ ,qal,perf,,,,0,,,
674,1899273,QBY[,1Qisaa,Isaiah,11,12,JQBY,יקבצ ,piel,impf,,,,0,,,
675,1899280,SWR[,1Qisaa,Isaiah,11,13,SRH,סרה ,qal,perf,,,,0,,,
676,1899364,<LH[,1Qisaa,Isaiah,11,16,<LWT,עלות׳ #  ,qal,infc,,,,0,,,
677,1899381,CWB[,1Qisaa,Isaiah,12,1,CB,שב ,qal,perf,,,,0,,,
678,1899480,BW>[,1Qisaa,Isaiah,13,2,JBW>,יבוא ,qal,impf,,,,0,,,
679,1899507,>SP[,1Qisaa,Isaiah,13,4,NSPJM,נספים ,nifal,ptca,,,,0,,,
680,1899514,BW>[,1Qisaa,Isaiah,13,5,B>JM,באים ,qal,ptca,,,,0,,,
681,1899541,BW>[,1Qisaa,Isaiah,13,6,JBW>,יבוא ,qal,impf,,,,0,,,
682,1899575,BW>[,1Qisaa,Isaiah,13,9,B>,בא ,qal,ptca,,,,0,,,
683,1899605,JY>[,1Qisaa,Isaiah,13,10,Y>TW,צאת׳ו ,qal,infc,,,,0,,,
684,1899670,QBY[,1Qisaa,Isaiah,13,14,MQBY,מקבץ ,piel,ptca,,,,0,,,
685,1899679,NWS[,1Qisaa,Isaiah,13,14,JNWSW,ינוסו ,qal,impf,,,,0,,,
686,1899689,NPL[,1Qisaa,Isaiah,13,15,JPWL,יפול ,qal,impf,,,,0,,,
687,1899806,BW>[,1Qisaa,Isaiah,13,22,BW>,בוא ,qal,infc,,,,0,,,
688,1899840,LQX[,1Qisaa,Isaiah,14,2,LQXWM,לקחו׳ם ,qal,perf,,,,0,,,
689,1899844,BW>[,1Qisaa,Isaiah,14,2,HBJ>WM,הביאו׳ם ,hifil,perf,,,,0,,,
690,1899954,<LH[,1Qisaa,Isaiah,14,8,J<LH,יעלה ,qal,impf,,,,0,,,
691,1899966,BW>[,1Qisaa,Isaiah,14,9,BW>K,בוא׳ך ,qal,infc,,,,0,,,
692,1899992,JRD[,1Qisaa,Isaiah,14,11,HWRD,הורד ,hofal,perf,,,,0,,,
693,1900006,NPL[,1Qisaa,Isaiah,14,12,NPLTH,נפלתה ,qal,perf,,,,0,,,
694,1900027,<LH[,1Qisaa,Isaiah,14,13,><LH,אעלה ,qal,impf,,,,1,,,
695,1900043,<LH[,1Qisaa,Isaiah,14,14,><LH,אעלה ,qal,impf,,,,0,,,
696,1900054,JRD[,1Qisaa,Isaiah,14,15,TWRD,תורד ,hofal,impf,,,,0,,,
